dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby,lastupdated,comment,followup,deleted
KVma72HXIFm,202410,gawevOwtGES,HllvX50cXC0,Lf2Axb9E6B4,31,biostat.rubirizi,2024-12-31T08:33:30.725+0000,,false
XcKSEjnZEut,202410,gawevOwtGES,HllvX50cXC0,Lf2Axb9E6B4,31,biostat.rubirizi,2024-12-31T08:31:43.024+0000,,false
dS1SBQizsCk,202410,gawevOwtGES,HllvX50cXC0,Lf2Axb9E6B4,31,biostat.rubirizi,2024-12-31T08:31:38.794+0000,,false
sv6SeKroHPV,202408,gawevOwtGES,F1rms8f9I9a,Lf2Axb9E6B4,18,hmis.rubirizi,2024-09-12T09:14:04.085+0000,,false
sv6SeKroHPV,202408,gawevOwtGES,c7gvocRdg0f,Lf2Axb9E6B4,33,hmis.rubirizi,2024-09-12T09:14:06.889+0000,,false
JhvC7ZR9hUe,202408,gawevOwtGES,u3CkZqMHfHP,Lf2Axb9E6B4,32,hmis.rubirizi,2024-09-12T09:15:27.185+0000,,false
D9A0afrTYPw,202408,gawevOwtGES,V2OuNTRI6ua,Lf2Axb9E6B4,17,hmis.rubirizi,2024-09-12T09:15:33.099+0000,,false
sv6SeKroHPV,202408,gawevOwtGES,u3CkZqMHfHP,Lf2Axb9E6B4,47,hmis.rubirizi,2024-09-12T09:14:08.858+0000,,false
sv6SeKroHPV,202408,gawevOwtGES,XVHTeecEOM3,Lf2Axb9E6B4,101,hmis.rubirizi,2024-09-12T09:14:12.237+0000,,false
JhvC7ZR9hUe,202408,gawevOwtGES,huBy3W5qiD2,Lf2Axb9E6B4,23,hmis.rubirizi,2024-09-12T09:15:12.927+0000,,false
D9A0afrTYPw,202408,gawevOwtGES,F1rms8f9I9a,Lf2Axb9E6B4,13,hmis.rubirizi,2024-09-12T09:15:36.171+0000,,false
sv6SeKroHPV,202408,gawevOwtGES,V2OuNTRI6ua,Lf2Axb9E6B4,31,hmis.rubirizi,2024-09-12T09:13:59.872+0000,,false
sv6SeKroHPV,202408,gawevOwtGES,huBy3W5qiD2,Lf2Axb9E6B4,33,hmis.rubirizi,2024-09-12T09:14:00.540+0000,,false
sv6SeKroHPV,202408,gawevOwtGES,Crc5reUlspd,Lf2Axb9E6B4,17,hmis.rubirizi,2024-09-12T09:14:06.157+0000,,false
sv6SeKroHPV,202408,gawevOwtGES,dCKzhhINakS,Lf2Axb9E6B4,157,hmis.rubirizi,2024-09-12T09:14:10.146+0000,,false
sQ4EexvvhVe,202408,gawevOwtGES,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.rubirizi,2024-09-12T09:14:16.085+0000,,false
sQ4EexvvhVe,202408,gawevOwtGES,XVHTeecEOM3,Lf2Axb9E6B4,3,hmis.rubirizi,2024-09-12T09:14:21.190+0000,,false
vC9pW0FEvd2,202408,gawevOwtGES,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.rubirizi,2024-09-12T09:14:24.249+0000,,false
JhvC7ZR9hUe,202408,gawevOwtGES,c7gvocRdg0f,Lf2Axb9E6B4,30,hmis.rubirizi,2024-09-12T09:15:26.373+0000,,false
aU0n2RXwQJC,202408,gawevOwtGES,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.rubirizi,2024-09-12T09:14:27.498+0000,,false
D9A0afrTYPw,202408,gawevOwtGES,dCKzhhINakS,Lf2Axb9E6B4,39,hmis.rubirizi,2024-09-12T09:15:47.428+0000,,false
JhvC7ZR9hUe,202408,gawevOwtGES,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.rubirizi,2024-09-12T09:15:14.624+0000,,false
JhvC7ZR9hUe,202408,gawevOwtGES,F1rms8f9I9a,Lf2Axb9E6B4,15,hmis.rubirizi,2024-09-12T09:15:13.673+0000,,false
JhvC7ZR9hUe,202408,gawevOwtGES,V2OuNTRI6ua,Lf2Axb9E6B4,20,hmis.rubirizi,2024-09-12T09:15:12.183+0000,,false
JhvC7ZR9hUe,202408,gawevOwtGES,dCKzhhINakS,Lf2Axb9E6B4,48,hmis.rubirizi,2024-09-12T09:15:29.151+0000,,false
D9A0afrTYPw,202408,gawevOwtGES,c7gvocRdg0f,Lf2Axb9E6B4,27,hmis.rubirizi,2024-09-12T09:15:42.776+0000,,false
D9A0afrTYPw,202408,gawevOwtGES,huBy3W5qiD2,Lf2Axb9E6B4,21,hmis.rubirizi,2024-09-12T09:15:34.664+0000,,false
wUDxFVBapIc,202408,gawevOwtGES,F1rms8f9I9a,Lf2Axb9E6B4,13,hmis.rubirizi,2024-09-12T09:15:52.559+0000,,false
wUDxFVBapIc,202408,gawevOwtGES,dCKzhhINakS,Lf2Axb9E6B4,39,hmis.rubirizi,2024-09-12T09:15:57.607+0000,,false
QHnwKs2OUZv,202408,gawevOwtGES,u3CkZqMHfHP,Lf2Axb9E6B4,27,hmis.rubirizi,2024-09-12T09:16:06.561+0000,,false
JhvC7ZR9hUe,202408,gawevOwtGES,XVHTeecEOM3,Lf2Axb9E6B4,67,hmis.rubirizi,2024-09-12T09:15:30.227+0000,,false
D9A0afrTYPw,202408,gawevOwtGES,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.rubirizi,2024-09-12T09:15:37.867+0000,,false
QHnwKs2OUZv,202408,gawevOwtGES,c7gvocRdg0f,Lf2Axb9E6B4,27,hmis.rubirizi,2024-09-12T09:16:05.577+0000,,false
QHnwKs2OUZv,202408,gawevOwtGES,huBy3W5qiD2,Lf2Axb9E6B4,21,hmis.rubirizi,2024-09-12T09:16:02.204+0000,,false
LiSyn6bblsc,202408,gawevOwtGES,V2OuNTRI6ua,Lf2Axb9E6B4,2,hmis.rubirizi,2024-09-12T09:16:23.492+0000,,false
wUDxFVBapIc,202408,gawevOwtGES,c7gvocRdg0f,Lf2Axb9E6B4,27,hmis.rubirizi,2024-09-12T09:15:55.156+0000,,false
D9A0afrTYPw,202408,gawevOwtGES,u3CkZqMHfHP,Lf2Axb9E6B4,27,hmis.rubirizi,2024-09-12T09:15:44.140+0000,,false
D9A0afrTYPw,202408,gawevOwtGES,XVHTeecEOM3,Lf2Axb9E6B4,57,hmis.rubirizi,2024-09-12T09:15:48.360+0000,,false
wUDxFVBapIc,202408,gawevOwtGES,u3CkZqMHfHP,Lf2Axb9E6B4,27,hmis.rubirizi,2024-09-12T09:15:56.293+0000,,false
wUDxFVBapIc,202408,gawevOwtGES,V2OuNTRI6ua,Lf2Axb9E6B4,17,hmis.rubirizi,2024-09-12T09:15:50.107+0000,,false
wUDxFVBapIc,202408,gawevOwtGES,huBy3W5qiD2,Lf2Axb9E6B4,21,hmis.rubirizi,2024-09-12T09:15:51.092+0000,,false
wUDxFVBapIc,202408,gawevOwtGES,XVHTeecEOM3,Lf2Axb9E6B4,57,hmis.rubirizi,2024-09-12T09:15:59.022+0000,,false
QHnwKs2OUZv,202408,gawevOwtGES,F1rms8f9I9a,Lf2Axb9E6B4,13,hmis.rubirizi,2024-09-12T09:16:03.274+0000,,false
wUDxFVBapIc,202408,gawevOwtGES,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.rubirizi,2024-09-12T09:15:53.719+0000,,false
QHnwKs2OUZv,202408,gawevOwtGES,V2OuNTRI6ua,Lf2Axb9E6B4,17,hmis.rubirizi,2024-09-12T09:16:01.194+0000,,false
QHnwKs2OUZv,202408,gawevOwtGES,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.rubirizi,2024-09-12T09:16:04.476+0000,,false
QHnwKs2OUZv,202408,gawevOwtGES,XVHTeecEOM3,Lf2Axb9E6B4,57,hmis.rubirizi,2024-09-12T09:16:18.803+0000,,false
LiSyn6bblsc,202408,gawevOwtGES,huBy3W5qiD2,Lf2Axb9E6B4,3,hmis.rubirizi,2024-09-12T09:16:24.889+0000,,false
QHnwKs2OUZv,202408,gawevOwtGES,dCKzhhINakS,Lf2Axb9E6B4,39,hmis.rubirizi,2024-09-12T09:16:07.617+0000,,false
LiSyn6bblsc,202408,gawevOwtGES,XVHTeecEOM3,Lf2Axb9E6B4,1,hmis.rubirizi,2024-09-12T09:16:30.086+0000,,false
LiSyn6bblsc,202408,gawevOwtGES,c7gvocRdg0f,Lf2Axb9E6B4,2,hmis.rubirizi,2024-09-12T09:16:27.550+0000,,false
